room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6436976,21404681,Entire home/apt,,Broadway,22,4.5,2.0,1.0,90.0,1.0,47.623585,-122.326656,2015-11-29 12:20:13.219059
3504521,17644043,Entire home/apt,,Stevens,24,5.0,2.0,0.0,85.0,2.0,47.624661,-122.3081,2015-11-29 12:19:44.091801
3773417,1353882,Entire home/apt,,Broadway,4,5.0,3.0,2.0,152.0,4.0,47.623618,-122.322454,2015-11-29 12:19:36.955643
8409941,26967583,Private room,,Seward Park,1,,2.0,1.0,30.0,1.0,47.543614,-122.267834,2015-11-29 12:19:07.140000
2731253,601600,Entire home/apt,,Fremont,77,5.0,2.0,0.0,129.0,3.0,47.653236,-122.350744,2015-11-29 12:18:19.729515
6990677,10918906,Entire home/apt,,Seaview,17,5.0,2.0,1.0,110.0,2.0,47.552013,-122.393693,2015-11-29 12:17:51.387694
6674408,11346794,Private room,,Mann,37,5.0,2.0,1.0,48.0,1.0,47.615321,-122.30176,2015-11-29 12:17:19.070879
7039427,36912090,Private room,,High Point,35,5.0,2.0,1.0,49.0,1.0,47.55296,-122.373114,2015-11-29 12:16:43.567705
6872650,16838013,Private room,,North Beacon Hill,27,5.0,3.0,1.0,65.0,1.0,47.574185,-122.299385,2015-11-29 12:16:24.054870
8890682,14891735,Entire home/apt,,Belltown,1,5.0,3.0,1.0,170.0,1.0,47.613775,-122.350413,2015-11-29 12:16:18.677835
9449437,6407320,Entire home/apt,,West Woodland,0,,,4.0,250.0,1.0,47.672743,-122.373194,2015-11-29 12:16:07.481655
8687716,8956137,Entire home/apt,,Mann,2,5.0,,3.0,275.0,,47.613037,-122.299453,2015-11-29 12:15:42.896112
6477225,7673693,Entire home/apt,,Broadway,10,4.5,,2.0,100.0,2.0,47.620663,-122.324661,2015-11-29 12:14:33.411189
2934119,10997195,Entire home/apt,,West Woodland,59,5.0,3.0,1.0,105.0,1.0,47.670021,-122.373317,2015-11-29 12:14:20.584428
6185083,32081109,Private room,,Stevens,11,5.0,2.0,1.0,75.0,1.0,47.621214,-122.304906,2015-11-29 12:14:06.002468
1090307,1722314,Private room,,Green Lake,81,5.0,2.0,1.0,109.0,2.0,47.677015,-122.330848,2015-11-29 12:14:02.845477
6130287,31800457,Private room,,Whittier Heights,9,5.0,2.0,1.0,65.0,1.0,47.677286,-122.374631,2015-11-29 12:12:52.051573
