room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
11146788,57437717,Entire home/apt,,Belltown,3,2.0,10,3.0,831.0,,47.615201,-122.346761,2017-03-13 16:59:01.964147
7454026,39037843,Entire home/apt,,North Admiral,14,4.5,6,2.0,550.0,,47.587636,-122.379504,2017-03-13 16:58:57.763459
6248083,16255476,Entire home/apt,,Lower Queen Anne,31,5.0,4,2.0,575.0,,47.629093,-122.359181,2017-03-13 16:58:56.423459
16101111,8534462,Entire home/apt,,South Lake Union,2,0.0,8,3.0,600.0,,47.619939,-122.337861,2017-03-13 16:58:56.417383
3820186,430709,Entire home/apt,,Belltown,8,4.5,10,3.0,525.0,,47.616498,-122.352965,2017-03-13 16:58:56.400148
7717478,18229030,Entire home/apt,,Wallingford,0,0.0,8,4.0,325.0,,47.669934,-122.32669,2017-03-13 16:58:53.800842
9999759,29935483,Entire home/apt,,Windermere,0,0.0,6,4.0,340.0,,47.669584,-122.262711,2017-03-13 16:58:53.793322
15287113,4140161,Entire home/apt,,International District,1,0.0,6,2.0,350.0,,47.598295,-122.326407,2017-03-13 16:58:52.412702
15320612,10733730,Entire home/apt,,International District,0,0.0,6,2.0,350.0,,47.599761,-122.326455,2017-03-13 16:58:52.410192
15563562,8534462,Entire home/apt,,South Lake Union,3,5.0,5,2.0,349.0,,47.618777,-122.337176,2017-03-13 16:58:52.401682
15378086,44013653,Entire home/apt,,Central Business District,0,0.0,6,2.0,350.0,,47.61254,-122.331131,2017-03-13 16:58:52.398653
15379032,10733730,Entire home/apt,,Central Business District,0,0.0,6,2.0,350.0,,47.613523,-122.333156,2017-03-13 16:58:52.392781
13533608,38183537,Entire home/apt,,Lawton Park,2,0.0,6,3.0,430.0,,47.649938,-122.383192,2017-03-13 16:58:51.543439
5686435,5072241,Entire home/apt,,North Queen Anne,12,5.0,6,3.0,445.0,,47.642622,-122.364355,2017-03-13 16:58:51.538337
4872699,25066447,Entire home/apt,,Adams,3,5.0,6,3.0,350.0,,47.67575,-122.37658,2017-03-13 16:58:50.746199
12919651,30445485,Entire home/apt,,Mount Baker,1,0.0,4,2.0,350.0,,47.588508,-122.285755,2017-03-13 16:58:50.734649
13313862,75249902,Entire home/apt,,Genesee,2,0.0,6,3.0,325.0,,47.568029,-122.3763,2017-03-13 16:58:50.728805
10136155,5630551,Entire home/apt,,Lawton Park,7,4.5,6,4.0,400.0,,47.648684,-122.383789,2017-03-13 16:58:47.315722
17302244,8534462,Entire home/apt,,Pike-Market,1,0.0,5,2.0,329.0,,47.611042,-122.342234,2017-03-13 16:58:47.308399
9591787,754810,Entire home/apt,,Mann,36,5.0,10,3.0,350.0,,47.618933,-122.299851,2017-03-13 16:58:47.305804
8171726,43124221,Entire home/apt,,University District,1,0.0,8,4.0,306.0,,47.657217,-122.314233,2017-03-13 16:58:47.302866
14375646,88230908,Entire home/apt,,Haller Lake,2,0.0,6,3.0,425.0,,47.72432,-122.326308,2017-03-13 16:58:45.824251
6436772,33601572,Entire home/apt,,North Admiral,2,0.0,6,4.0,376.0,,47.571207,-122.392049,2017-03-13 16:58:45.821611
380950,287962,Entire home/apt,,Fremont,17,4.0,12,4.0,435.0,,47.66623,-122.360697,2017-03-13 16:58:45.815827
15207194,4140161,Entire home/apt,,Central Business District,10,5.0,6,2.0,350.0,,47.61162,-122.334924,2017-03-13 16:58:44.269769
14252736,361961,Entire home/apt,,North Queen Anne,5,5.0,8,4.0,500.0,,47.643231,-122.358179,2017-03-13 16:58:44.258852
15867997,17050363,Entire home/apt,,Ravenna,8,5.0,8,4.0,350.0,,47.685558,-122.303378,2017-03-13 16:58:44.255130
2016613,10371342,Entire home/apt,,Columbia City,25,4.5,8,4.0,350.0,,47.564699,-122.288819,2017-03-13 16:58:44.252989
14276065,10347841,Entire home/apt,,Lawton Park,0,0.0,5,2.0,350.0,,47.651627,-122.389348,2017-03-13 16:58:44.249368
6386210,7118717,Entire home/apt,,Montlake,10,5.0,9,4.0,400.0,,47.640031,-122.298503,2017-03-13 16:58:44.244552
