room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
12315317,8534462,Entire home/apt,,South Lake Union,0,,5,2.0,309.0,2.0,47.618759,-122.348169,2016-05-22 06:57:25.017656
12325636,50548847,Entire home/apt,,Belltown,0,,4,1.0,150.0,2.0,47.61732,-122.338621,2016-05-22 06:57:12.527244
10700054,115675,Entire home/apt,,North Beach/Blue Ridge,0,,8,3.0,200.0,3.0,47.697864,-122.377536,2016-05-22 06:57:04.834508
8750710,4604117,Entire home/apt,,Seward Park,1,,4,1.0,150.0,2.0,47.531886,-122.264191,2016-05-22 06:56:35.822966
5386937,27919460,Entire home/apt,,Broadway,85,5.0,4,1.0,120.0,1.0,47.616006,-122.313078,2016-05-22 06:56:12.005634
12919651,30445485,Entire home/apt,,Mount Baker,0,,4,2.0,350.0,5.0,47.589234,-122.287306,2016-05-22 06:55:29.409089
769213,4057441,Entire home/apt,,Minor,193,5.0,2,0.0,140.0,3.0,47.609032,-122.315481,2016-05-22 06:55:24.572739
12853531,1424047,Entire home/apt,,North Beacon Hill,0,,8,4.0,250.0,5.0,47.587315,-122.316256,2016-05-22 06:55:19.798961
7900497,23027452,Entire home/apt,,North Delridge,2,,2,0.0,85.0,1.0,47.566547,-122.365442,2016-05-22 06:54:35.803612
4322622,14140094,Private room,,Fremont,27,5.0,3,1.0,75.0,1.0,47.663927,-122.354786,2016-05-22 06:54:25.309900
5460273,10720374,Private room,,Wedgwood,9,4.0,3,1.0,45.0,1.0,47.689816,-122.298369,2016-05-22 06:54:03.975413
8443258,4308027,Entire home/apt,,Yesler Terrace,13,4.5,5,2.0,199.0,2.0,47.60387,-122.318981,2016-05-22 06:53:26.246306
11375893,8974040,Private room,,Montlake,6,5.0,2,1.0,72.0,2.0,47.644867,-122.303451,2016-05-22 06:53:14.479340
12497661,14812982,Private room,,Lower Queen Anne,0,,4,1.0,119.0,1.0,47.627271,-122.350029,2016-05-22 06:53:00.766313
1355094,7354306,Private room,,Broadway,71,4.5,1,1.0,81.0,2.0,47.623283,-122.323777,2016-05-22 06:52:57.137153
3908378,1611939,Entire home/apt,,Phinney Ridge,128,5.0,3,1.0,100.0,2.0,47.676776,-122.365739,2016-05-22 06:52:53.853803
2950213,15060417,Entire home/apt,,Adams,37,5.0,4,1.0,200.0,2.0,47.666767,-122.381243,2016-05-22 06:52:20.197694
5670781,5420191,Entire home/apt,,Mann,26,5.0,6,3.0,170.0,2.0,47.609578,-122.298864,2016-05-22 06:52:16.620857
11622172,54302966,Entire home/apt,,Belltown,9,4.5,5,0.0,99.0,,47.615884,-122.3513,2016-05-22 06:52:07.391460
8984454,10170629,Entire home/apt,,Belltown,0,,2,0.0,79.0,1.0,47.618221,-122.357568,2016-05-22 06:51:20.207305
5470943,13669439,Entire home/apt,,Stevens,55,5.0,4,2.0,146.0,,47.631465,-122.308471,2016-05-22 06:51:01.611216
9075656,47332984,Private room,,Mount Baker,15,5.0,2,1.0,49.0,1.0,47.571674,-122.287721,2016-05-22 06:50:06.986028
1520533,1243056,Shared room,,Broadway,13,4.5,1,1.0,49.0,4.0,47.625135,-122.32051,2016-05-22 06:49:28.794916
12631107,11705309,Shared room,,Belltown,0,,1,1.0,35.0,1.0,47.614586,-122.350519,2016-05-22 06:49:24.496126
7247767,37952534,Private room,,University District,24,5.0,2,1.0,78.0,2.0,47.668523,-122.315454,2016-05-22 06:49:21.757807
2818420,14417667,Entire home/apt,,Wallingford,4,5.0,4,1.0,139.0,2.0,47.659912,-122.337686,2016-05-22 06:49:00.509686
7010764,30049045,Private room,,Fremont,10,4.5,2,1.0,66.0,2.0,47.653241,-122.357402,2016-05-22 06:48:54.726521
7389950,5371112,Private room,,Laurelhurst,15,5.0,2,1.0,99.0,1.0,47.657383,-122.285788,2016-05-22 06:48:38.190371
9546633,42537846,Entire home/apt,,Broadway,3,5.0,2,0.0,69.0,1.0,47.626166,-122.317128,2016-05-22 06:48:31.460759
6168975,32005391,Entire home/apt,,Seward Park,34,5.0,5,2.0,188.0,2.0,47.562783,-122.271917,2016-05-22 06:48:07.981597
3931346,5062312,Private room,,Fremont,0,,2,1.0,100.0,1.0,47.661004,-122.363054,2016-05-22 06:47:56.298149
